VIN,accident,body_style,damage,drive_type,engine,ext_color,fuel,int_color,location,mileage,one_owner,personal,price,service,transmission,name,make,model,trim,special
4A4AR4AU3FE010545,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,AWD,4 Cyl 2.0 L,Unspecified,Gasoline,Unspecified,"New Windsor, NY ","144,000",CARFAX 1-Owner vehicle,Service history records,"12,995.00",At least 1 open recall,Automatic,2015,Mitsubishi,Outlander,Sport SE,
1G1PE5SB7G7163296,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.4 L,Black,Gasoline,Unspecified,"Passaic, NJ ","48,134",CARFAX 1-Owner vehicle,Personal lease vehicle,"14,995.00",Service history record,Automatic,2016,Chevrolet,Cruze LT,LT1,
5TBDT44196S543543,No accidents reported to CARFAX,Pickup,No other damage reported to CARFAX,4WD,8 Cyl 4.7 L,Silver,Gasoline,Unspecified,"Morristown, NJ ","106,439",CARFAX 1-Owner vehicle,Personal vehicle,"14,995.00",Service history records,Automatic,2006,Toyota,Tundra SR5,,
JM1BM1U72E1156875,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.0 L,Gray,Gasoline,Black,"Elmsford, NY ","20,863",CARFAX 1-Owner vehicle,Personal vehicle,"12,889.00",Service history records,Unspecified,2014,Mazda,Mazda3 i,Sport,
2T1BURHEXFC338408,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Gray,Gasoline,Gray,"Avenel, NJ ","46,729",CARFAX 1-Owner vehicle,Personal lease vehicle,"13,591.00",Service history records,Automatic,2015,Toyota,Corolla LE,,
1N4AL3AP8FC583522,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.5 L,Black,Gasoline,Black,"Springfield, NJ ","24,058",Previous owners,"Types of owners: Personal lease, Personal","9,898.00",Service history records,Automatic,2015,Nissan,Altima S,,
JN8AS58V09W171258,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,AWD,4 Cyl 2.5 L,White,Gasoline,Gray,"East Orange, NJ ","83,983",CARFAX 1-Owner vehicle,Personal lease vehicle,"11,989.00",Service history records,Automatic,2009,Nissan,Rogue SL,,
WAUBFAFLXAN005755,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,AWD,4 Cyl 2.0 L,Black,Gasoline,Unspecified,"Hasbrouck Heights, NJ ","134,282",Previous owners,"Types of owners: Corporate fleet, Personal","6,599.00",Service history records,Automatic,2010,Audi,A4 Premium,,
JN1CV6AR4BM403394,No accidents reported to CARFAX,Sedan,Other damage reported,AWD,6 Cyl 3.7 L,Black,Gasoline,Gray,"Englewood, NJ ","85,680",Previous owners,"Types of owners: Personal lease, Personal","11,992.00",Service history records,Automatic,2011,Infiniti,G37 ,,
JHLRM4H55CC006692,Accident reported,SUV,Other damage reported,AWD,4 Cyl 2.4 L,Green,Gasoline,Unspecified,"Nanuet, NY ","91,453",Previous owners,Personal vehicle,"12,695.00",Service history records,Automatic,2012,Honda,CR-V EX,,
1C3CDFBB1FD173082,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,White,Gasoline,Black,"Little Falls, NJ ","51,231",CARFAX 1-Owner vehicle,Service history records,"9,991.00",Dodge Certified Pre-Owned,Automatic,2015,Dodge,Dart SXT,,
1N4AL3AP1EC179217,Accident reported,Sedan,Damage repairs reported,FWD,4 Cyl 2.5 L,White,Gasoline,Tan,"South Plainfield, NJ ","68,921",CARFAX 1-Owner vehicle,Commercial vehicle,"10,950.00",Service history records,Automatic,2014,Nissan,Altima ,,
2D4GP44L86R607870,No accidents reported to CARFAX,Minivan,No other damage reported to CARFAX,FWD,6 Cyl 3.8 L,Silver,Gasoline,Gray,"Old Bridge, NJ ","171,324",CARFAX 1-Owner vehicle,Personal vehicle,"3,999.00",Service history records,Automatic,2006,Dodge,Grand,Caravan SXT,
19XFB2F85DE288205,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Gray,Gasoline,Unspecified,"Brooklyn, NY ",0,CARFAX 1-Owner vehicle,Personal vehicle,"13,499.00",Regular oil changes,Automatic,2013,Honda,Civic EX,,
2HGFA1F65BH540193,Accident reported,Sedan,Previous owners,FWD,4 Cyl 1.8 L,Burgundy,Gasoline,Gray,"South Amboy, NJ ","69,736",At least 1 open recall,Personal vehicle,"8,490.00",Service history records,Automatic,2011,Honda,Civic LXS,,
3N1CN7AP0HL893498,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.6 L,White,Gasoline,Black,"Patchogue, NY ",987,CARFAX 1-Owner vehicle,Service history records,"14,600.00",Nissan Certified Pre-Owned,Unspecified,2017,Nissan,Versa S,,
1C4PJLCB6FW790727,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,Gray,Gasoline,Black,"North Plainfield, NJ ","60,877",Previous owners,Service history records,"14,890.00",Jeep Certified Pre-Owned,Automatic,2015,Jeep,Cherokee Latitude,,
3D7KS26D88G194377,Accident reported,Pickup,Previous owners,4WD,8 Cyl 5.7 L,White,Gasoline,Gray,"KENVIL, NJ ","88,030",At least 1 open recall,Personal vehicle,"13,995.00",Service history records,Automatic,2008,Dodge,Ram,2500 SLT,
JTMZD33V886055485,Accident reported,SUV,Previous owners,FWD,4 Cyl 2.4 L,Silver,Gasoline,Gray,"KENVIL, NJ ","113,777",Service history records,Last owned in New Jersey,"6,995.00","Types of owners: Personal lease, Personal",Automatic,2008,Toyota,RAV4 Base,,
SALME1D40AA308652,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,4WD,8 Cyl 5.0 L,White,Gasoline,Tan,"Newark, NJ ","183,477",CARFAX 1-Owner vehicle,Personal vehicle,"12,595.00",Service history records,Automatic,2010,Land,Rover,Range,Rover HSE
3VW217AU3FM044710,No accidents reported to CARFAX,Hatchback,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Gray,Gasoline,Black,"New York, NY ","35,325",CARFAX 1-Owner vehicle,Personal lease vehicle,"14,595.00",Service history records,Automatic,2015,Volkswagen,Golf S,,
4T1BE46K87U193409,Accident reported,Sedan,Previous owners,FWD,4 Cyl 2.4 L,Silver,Gasoline,Gray,"Bayside, NY ","87,589",Service history records,Last owned in New York,"6,495.00",Personal vehicle,Automatic,2007,Toyota,Camry CE,,
1VWAP7A31DC021765,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,5 Cyl 2.5 L,Blue,Gasoline,Black,"Jersey City, NJ ","36,683",Previous owners,Service history records,"10,492.00",At least 1 open recall,Automatic,2013,Volkswagen,Passat S,,
WAUDH78E68A166349,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,AWD,6 Cyl 3.2 L,Black,Gasoline,Black,"Elmsford, NY ","91,417",Previous owners,"Types of owners: Corporate, Personal","10,000.00",Service history records,Unspecified,2008,Audi,A4 ,,
1FMYU03136KA28699,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,FWD,6 Cyl 3.0 L,Red,Gasoline,Gray,"Old Bridge, NJ ","47,591",CARFAX 1-Owner vehicle,Personal vehicle,"7,999.00",Service history records,Automatic,2006,Ford,Escape XLT,,
1VWAT7A30FC046946,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Black,Gasoline,Unspecified,"Union, NJ ","46,337",CARFAX 1-Owner vehicle,Personal lease vehicle,"12,998.00",Regular oil changes,Automatic,2015,Volkswagen,Passat Wolfsburg,Edition,
1FAHP35N58W275429,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.0 L,Silver,Gasoline,Black,"Green Brook, NJ ","88,038",CARFAX 1-Owner vehicle,Personal vehicle,"6,798.00",Service history records,Automatic,2008,Ford,Focus SE,,
5XYZGDAB8BG086584,Accident reported,SUV,Other damage reported,AWD,4 Cyl 2.4 L,Gray,Gasoline,Gray,"Garfield, NJ ","76,890",Previous owners,Personal vehicle,"8,995.00",Service history records,Automatic,2011,Hyundai,Santa,Fe GLS,
3HGGK5H53FM744625,No accidents reported to CARFAX,Hatchback,No other damage reported to CARFAX,FWD,4 Cyl 1.5 L,Red,Gasoline,Black,"Cortlandt Manor, NY ",0,CARFAX 1-Owner vehicle,Personal lease vehicle,"13,499.00",Service history records,Automatic,2015,Honda,Fit LX,,
JTDKTUD3XED576772,No accidents reported to CARFAX,Hatchback,No other damage reported to CARFAX,FWD,4 Cyl 1.5 L,Gray,Gasoline,Black,"Bayside, NY ","44,986",Previous owners,"Types of owners: Rental, Personal","10,495.00",Service history records,Automatic,2014,Toyota,Yaris LE,,
1VWAP7A31DC133594,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,5 Cyl 2.5 L,Black,Gasoline,Gray,"Long Island City, NY ","54,089",CARFAX 1-Owner vehicle,Personal lease vehicle,"11,500.00",Service history records,Automatic,2013,Volkswagen,Passat S,w/Appearance,
4T1BE46K47U160486,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,Beige,Gasoline,Tan,"Vauxhall, NJ ","116,517",Previous owners,"Types of owners: Corporate fleet, Personal","6,995.00",Service history records,Automatic,2007,Toyota,Camry LE,,
4T1BF30K03U059021,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,6 Cyl 3.0 L,Silver,Gasoline,Gray,"Paterson, NJ ","150,407",CARFAX 1-Owner vehicle,Personal vehicle,"5,500.00",Service history records,Automatic,2003,Toyota,Camry LE,,
3N1CN7AP3FL877695,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.6 L,Red,Gasoline,Unspecified,"Passaic, NJ ","45,053",CARFAX 1-Owner vehicle,Personal vehicle,"13,995.00",Service history records,Automatic,2015,Nissan,Versa S,Plus,
5LMFU28588LJ20013,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,4WD,8 Cyl 5.4 L,Black,Gasoline,Unspecified,"Vauxhall, NJ ","129,576",Previous owners,"Types of owners: Rental, Personal","9,995.00",Service history records,Automatic,2008,Lincoln,Navigator ,,
5J6RE4H59BL105356,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,4WD,4 Cyl 2.4 L,Black,Gasoline,Unspecified,"Haskell, NJ ","114,466",CARFAX 1-Owner vehicle,Personal vehicle,"11,994.00",Service history records,Automatic,2011,Honda,CR-V EX,,
2D8HN54P98R717525,No accidents reported to CARFAX,Minivan,No other damage reported to CARFAX,FWD,6 Cyl 3.8 L,Red,Gasoline,Gray,"Mountain Lakes, NJ ","128,344",CARFAX 1-Owner vehicle,Personal vehicle,"4,995.00",Service history records,Automatic,2008,Dodge,Grand,Caravan SXT,
KMHD74LF1HU075861,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.0 L,Red,Gasoline,Gray,"Shrewsbury, NJ ","44,212",Previous owners,Service history record,"13,495.00",Hyundai Certified Pre-Owned,Automatic,2017,Hyundai,Elantra SE,,
1G1PE5SB9G7136388,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.4 L,Silver,Gasoline,Unspecified,"Passaic, NJ ","20,146",CARFAX 1-Owner vehicle,Personal lease vehicle,"14,995.00",Regular oil changes,Automatic,2016,Chevrolet,Cruze LT,LT1,
SHSRD78915U332313,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,4WD,4 Cyl 2.4 L,Black,Gasoline,Black,"Springfield, NJ ","134,942",CARFAX 1-Owner vehicle,Personal vehicle,"7,272.00",Service history records,Automatic,2005,Honda,CR-V SE,,
3N1CB51D43L787132,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,White,Gasoline,Unspecified,"Bloomfield, NJ ","46,469",CARFAX 1-Owner vehicle,Personal vehicle,"5,980.00",Service history records,Automatic,2003,Nissan,Sentra XE,,
2HNYD18905H547671,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,AWD,6 Cyl 3.5 L,Burgundy,Gasoline,Tan,"West Nyack, NY ","155,311",CARFAX 1-Owner vehicle,Service history records,"6,995.00",At least 1 open recall,Automatic,2005,Acura,MDX Touring,,
KM8JU3AG6FU028386,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,Gray,Gasoline,Unspecified,"Freehold, NJ ","90,552",CARFAX 1-Owner vehicle,Personal vehicle,"14,999.00",Service history records,Automatic,2015,Hyundai,Tucson Limited,Edition,
1N4AL3APXFN394004,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.5 L,Blue,Gasoline,Black,"Long Island City, NY ","31,252",CARFAX 1-Owner vehicle,Service history records,"14,900.00",At least 1 open recall,Automatic,2015,Nissan,Altima S,,
5NPD74LF5HH126079,Accident reported,Sedan,CARFAX 1-Owner vehicle,FWD,4 Cyl 2.0 L,White,Gasoline,Gray,"Shrewsbury, NJ ","48,237",Hyundai Certified Pre-Owned,Rental vehicle,"13,695.00",Service history records,Automatic,2017,Hyundai,Elantra SE,,
1HGCM56437A148299,Accident reported,Sedan,Previous owners,FWD,4 Cyl 2.4 L,Black,Gasoline,Tan,"Roselle, NJ ","106,777",Service history records,Last owned in New Jersey,"5,995.00","Types of owners: Personal lease, Personal",Automatic,2007,Honda,Accord LX,,
WVWHL73C89E550202,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.0 L,White,Gasoline,Black,"Jersey City, NJ ","105,770",Previous owners,Service history records,"7,950.00",At least 1 open recall,Automatic,2009,Volkswagen,CC Luxury,,
3VWDZ7AJXBM341491,Accident reported,Sedan,Previous owners,FWD,5 Cyl 2.5 L,Gray,Gasoline,Black,"Great Neck, NY ","53,877",Service history records,Last owned in New York,"8,895.00","Types of owners: Personal lease, Personal",Automatic,2011,Volkswagen,Jetta SE,,
3N1AB7AP3FY289203,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Black,Gasoline,Black,"Bloomfield, NJ ","28,193",CARFAX 1-Owner vehicle,Personal lease vehicle,"12,885.00",Service history records,Automatic,2015,Nissan,Sentra S,,
2G4GS5EV9D9248460,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.0 L,Black,Flexible-Fuel,Unspecified,"Garden City Park, NY ","68,000",CARFAX 1-Owner vehicle,Personal vehicle,"12,995.00",Service history records,Unspecified,2013,Buick,Regal Premium,I,
JNKCV54E76M709736,Accident reported,Coupe,Other damage reported,RWD,6 Cyl 3.5 L,White,Gasoline,Black,"Lodi, NJ ","88,573",Previous owners,Personal vehicle,"7,895.00",Service history records,Automatic,2006,Infiniti,G35 ,,
KMHDH4AE0FU439515,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Black,Gasoline,Gray,"Bloomfield, NJ ","29,812",CARFAX 1-Owner vehicle,Service history record,"13,980.00",Hyundai Certified Pre-Owned,Automatic,2015,Hyundai,Elantra SE,,
1FTEX14H1SKA19185,No accidents reported to CARFAX,Pickup,No other damage reported to CARFAX,4WD,8 Cyl 5.8 L,Red,Gasoline,Gray,"South Amboy, NJ ","115,705",CARFAX 1-Owner vehicle,Personal vehicle,"7,990.00",Service history records,Automatic,1995,Ford,F-150 ,,
WA1CFAFP6CA027735,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,AWD,4 Cyl 2.0 L,Blue,Gasoline,Tan,"Teterboro, NJ ","97,305",CARFAX 1-Owner vehicle,Regular oil changes,"13,995.00",At least 1 open recall,Automatic,2012,Audi,Q5 Premium,,
3N1AB7AP4HY219891,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Black,Gasoline,Black,"Edison, NJ ","11,974",CARFAX 1-Owner vehicle,Corporate fleet vehicle,"14,995.00",Service history records,Automatic,2017,Nissan,Sentra SL,,
JTEBK3EH2A2163124,Accident reported,SUV,Previous owners,4WD,6 Cyl 3.5 L,Silver,Gasoline,Gray,"West Babylon, NY ","99,058",At least 1 open recall,"Types of owners: Personal lease, Personal","12,999.00",Service history records,Automatic,2010,Toyota,Highlander Base,,
5FNYF18686B028249,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,4WD,6 Cyl 3.5 L,Green,Gasoline,Green,"Edison, NJ ","134,390",CARFAX 1-Owner vehicle,Personal vehicle,"8,495.00",Service history records,Automatic,2006,Honda,Pilot EXL,,
1ZVHT80N665115523,No accidents reported to CARFAX,Coupe,No other damage reported to CARFAX,RWD,6 Cyl 4.0 L,Yellow,Gasoline,Black,"Saint James, NY ","80,261",CARFAX 1-Owner vehicle,Service history records,"8,988.00",At least 1 open recall,Manual,2006,Ford,Mustang ,Deluxe,
1N4AL3AP5FN384724,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.5 L,Silver,Gasoline,Black,"Hackettstown, NJ ","33,608",CARFAX 1-Owner vehicle,Personal lease vehicle,"14,936.00",Service history records,Automatic,2015,Nissan,Altima S,,
1FADP3K29GL285003,No accidents reported to CARFAX,Hatchback,No other damage reported to CARFAX,FWD,4 Cyl 2.0 L,Silver,Gasoline,Black,"Totowa, NJ ","41,651",CARFAX 1-Owner vehicle,Rental vehicle,"11,995.00",Service history records,Automatic,2016,Ford,Focus SE,,
5TDZK3DC2CS183197,Accident reported,Minivan,CARFAX 1-Owner vehicle,FWD,6 Cyl 3.5 L,Silver,Gasoline,Gray,"Howell, NJ ","60,571",Service history record,Last owned in New Jersey,"13,500.00",Corporate vehicle,Automatic,2012,Toyota,Sienna ,,
5TDBK3EH2AS025287,Accident reported,SUV,Previous owners,4WD,6 Cyl 3.5 L,Gray,Gasoline,Tan,"Cortlandt Manor, NY ","74,306",Service history records,Last owned in New York,"13,988.00","Types of owners: Personal lease, Personal",Automatic,2010,Toyota,Highlander Base,,
KNALD124345018571,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,6 Cyl 3.5 L,Silver,Gasoline,Gray,"Brooklyn, NY ","107,223",CARFAX 1-Owner vehicle,Personal vehicle,"3,390.00",Service history records,Automatic,2004,Kia,Amanti Base,,
JTEBU11FX70019960,Accident reported,SUV,Previous owners,4WD,6 Cyl 4.0 L,Silver,Gasoline,Black,"Stratford, CT ","141,367",Service history records,Last owned in New York,"11,990.00",Personal vehicle,Automatic,2007,Toyota,FJ,Cruiser ,
5LMEU88H95ZJ05070,Branded Title: Salvage,SUV,Other damage reported,AWD,8 Cyl 4.6 L,Beige,Gasoline,Unspecified,"Hasbrouck Heights, NJ ","89,090",Previous owners,Personal vehicle,"4,999.00",Service history records,Automatic,2005,Lincoln,Aviator Luxury,,
JN8AZ1MWXCW216748,No accidents reported to CARFAX,SUV,Other damage reported,AWD,6 Cyl 3.5 L,Gray,Gasoline,Black,"Bayside, NY ","61,927",Previous owners,"Types of owners: Personal lease, Personal","14,995.00",Service history records,Automatic,2012,Nissan,Murano SL,,
1N4AL2AP8BN510594,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.5 L,White,Gasoline,Black,"KENVIL, NJ ","86,246",Previous owners,"Types of owners: Personal lease, Lease","8,900.00",Service history records,Automatic,2011,Nissan,Altima S,,
WMWMF73559TT95978,Accident reported,Hatchback,Damage repairs reported,FWD,4 Cyl 1.6 L,White,Gasoline,Unspecified,"Bloomfield, NJ ","92,669",Previous owners,Personal vehicle,"6,880.00",Service history records,Unspecified,2009,Mini,Cooper S,,
1J8GN28K08W261003,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,4WD,6 Cyl 3.7 L,Red,Gasoline,Gray,"Merrick, NY ","62,497",CARFAX 1-Owner vehicle,Personal vehicle,"13,985.00",Service history records,Automatic,2008,Jeep,Liberty Sport,,
WAUKGAFB4BN004008,No accidents reported to CARFAX,Sedan,Other damage reported,AWD,6 Cyl 3.0 L,Black,Gasoline,Black,"Somerville, NJ ","97,960",Previous owners,Service history records,"12,995.00",At least 1 open recall,Automatic,2011,Audi,A6 Prestige,,
1C3CDFBB4FD309656,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,White,Gasoline,Black,"Totowa, NJ ","50,591",CARFAX 1-Owner vehicle,Rental vehicle,"9,991.00",Service history records,Automatic,2015,Dodge,Dart SXT,,
2HNYD2H49AH518657,No accidents reported to CARFAX,SUV,Other damage reported,AWD,6 Cyl 3.7 L,Black,Gasoline,Tan,"East Windsor, NJ ","104,219",Previous owners,Personal vehicle,"13,795.00",Service history records,Automatic,2010,Acura,MDX Technology,Entertainment,
1D7HE22K85S160613,No accidents reported to CARFAX,Pickup,No other damage reported to CARFAX,RWD,6 Cyl 3.7 L,Red,Gasoline,Unspecified,"Blauvelt, NY ","149,452",CARFAX 1-Owner vehicle,Personal vehicle,"6,400.00",Service history records,Automatic,2005,Dodge,Dakota ST,,
2T1BURHE2FC424005,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Blue,Gasoline,Black,"Bronx, NY ","23,426",CARFAX 1-Owner vehicle,Personal lease vehicle,"14,730.00",Regular oil changes,Automatic,2015,Toyota,Corolla S,Plus,
